Number of Calls,Time / Seconds,Time Per Call / Seconds,Function
0,4.01,0,python3.8/site-packages/jax/_src/dispatch.py:655(<listcomp>)
0,3.987,0,python3.8/site-packages/jax/_src/dtypes.py:98(_scalar_type_to_dtype)
1302,3.906,0.003,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:1213(nonzero)
0,3.813,0,{method 'join' of 'str' objects}
0,3.808,0,python3.8/site-packages/numpy/core/fromnumeric.py:3127(ndim)
0,3.791,0,python3.8/site-packages/jax/interpreters/partial_eval.py:1390(newvar)
0,3.744,0,python3.8/site-packages/jaxlib/mlir/dialects/_mhlo_ops_gen.py:3858(__init__)
0,3.707,0,{built-in method builtins.max}
0,3.636,0,{built-in method builtins.len}
0,3.63,0,python3.8/site-packages/jax/_src/lax/slicing.py:1050(_gather_shape_rule)
0,3.58,0,python3.8/site-packages/jax/interpreters/partial_eval.py:1479(<listcomp>)
0,3.539,0,python3.8/site-packages/numpy/core/numerictypes.py:284(issubclass_)
0,3.531,0,python3.8/site-packages/jax/core.py:1336(__init__)
0,3.439,0,python3.8/site-packages/jax/interpreters/partial_eval.py:1459(<lambda>)
0,3.422,0,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:2707(matmul)
0,3.359,0,python3.8/site-packages/jax/_src/dispatch.py:142(prim_fun)
0,3.333,0,python3.8/site-packages/jaxlib/mlir/dialects/_mhlo_ops_gen.py:638(__init__)
0,3.296,0,python3.8/site-packages/numpy/lib/utils.py:959(safe_eval)
0,3.263,0,python3.8/ast.py:51(literal_eval)
0,3.259,0,python3.8/site-packages/jax/core.py:2454(<genexpr>)
541,3.245,0.006,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:1495(_pad)
0,3.217,0,python3.8/site-packages/jax/_src/util.py:36(safe_zip)
0,3.212,0,python3.8/site-packages/jax/_src/dispatch.py:88(arg_spec)
534,3.201,0.006,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:1275(_pad_constant)
200,3.2,0.016,coppafish/omp/base.py:202(get_best_gene_first_iter_vectorised)
0,3.185,0,python3.8/site-packages/jaxlib/mlir/dialects/_mhlo_ops_gen.py:2223(__init__)
197,3.155,0.016,coppafish/omp/base.py:157(get_best_gene_first_iter)
0,3.155,0,python3.8/site-packages/tqdm/std.py:1324(refresh)
0,3.154,0,python3.8/ast.py:30(parse)
0,3.148,0,{built-in method builtins.compile}
0,3.13,0,python3.8/site-packages/jax/_src/lax/lax.py:4354(_check_same_dtypes)
0,3.109,0,python3.8/site-packages/jax/_src/numpy/reductions.py:57(_reduction)
0,3.078,0,python3.8/site-packages/jax/interpreters/mlir.py:136(aval_to_ir_types)
0,3.037,0,python3.8/site-packages/jax/core.py:563(__le__)
3002,3.002,0.001,python3.8/site-packages/jax/core.py:575(__truediv__)
0,2.977,0,python3.8/site-packages/jax/interpreters/xla.py:274(_make_abstract_python_scalar)
0,2.911,0,python3.8/site-packages/jax/_src/lax/lax.py:2699(_broadcast_in_dim_lower)
0,2.907,0,python3.8/site-packages/jax/_src/lax/lax.py:2637(_broadcast_in_dim_batch_rule)
0,2.9,0,python3.8/site-packages/jax/_src/source_info_util.py:166(user_context)
12,2.888,0.241,coppafish/utils/nd2.py:87(load)
12,2.888,0.241,python3.8/site-packages/nd2reader/reader.py:17(__init__)
0,2.867,0,python3.8/site-packages/jax/_src/lax/lax.py:4403(_const)
260,2.861,0.011,coppafish/find_spots/base.py:10(spot_yxz)
0,2.858,0,python3.8/site-packages/jax/interpreters/mlir.py:123(_array_ir_types)
0,2.844,0,python3.8/site-packages/jax/_src/config.py:115(check_exists)
0,2.808,0,python3.8/site-packages/tqdm/std.py:1463(display)
0,2.763,0,python3.8/site-packages/jax/_src/lax/lax.py:902(reduce)
0,2.76,0,python3.8/site-packages/jax/interpreters/partial_eval.py:1819(trace_to_jaxpr_dynamic)
394,2.756,0.007,python3.8/site-packages/scipy/sparse/coo.py:372(tocsr)
0,2.654,0,python3.8/site-packages/jax/_src/numpy/util.py:291(_check_arraylike)
0,2.649,0,{built-in method builtins.hasattr}
2641,2.641,0.001,python3.8/site-packages/jax/_src/numpy/util.py:371(_where)
202,2.621,0.013,python3.8/site-packages/scipy/sparse/compressed.py:617(_minor_reduce)
0,2.592,0,{method 'flatten' of 'numpy.ndarray' objects}
0,2.588,0,python3.8/site-packages/jax/core.py:1631(_canonicalize_dimension)
0,2.554,0,python3.8/contextlib.py:238(helper)
0,2.553,0,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:3900(_is_boolean_index)
0,2.536,0,python3.8/site-packages/jax/_src/numpy/reductions.py:154(_reduce_sum)
0,2.513,0,python3.8/site-packages/jaxlib/mlir/dialects/chlo.py:22(register_chlo_dialect)
0,2.492,0,python3.8/site-packages/jax/_src/dispatch.py:900(_device_put_device_array)
4,2.441,0.61,coppafish/find_spots/base.py:213(get_isolated)
0,2.399,0,python3.8/site-packages/jax/_src/lax/lax.py:4364(<setcomp>)
0,2.399,0,python3.8/site-packages/jax/_src/numpy/ufuncs.py:236(true_divide)
0,2.333,0,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:765(ravel)
0,2.331,0,python3.8/site-packages/jax/_src/dispatch.py:906(_copy_device_array_to_device)
194,2.325,0.012,python3.8/site-packages/scipy/sparse/base.py:374(__gt__)
0,2.28,0,python3.8/site-packages/jax/_src/lax/utils.py:113(standard_named_shape_rule)
0,2.279,0,python3.8/site-packages/numpy/core/fromnumeric.py:1928(shape)
0,2.262,0,python3.8/site-packages/jax/_src/numpy/util.py:294(<genexpr>)
0,2.249,0,python3.8/site-packages/jax/core.py:719(with_cur_sublevel)
0,2.235,0,{built-in method jaxlib.mlir._mlir_libs._mlirHlo.register_chlo_dialect}
0,2.232,0,python3.8/site-packages/jax/_src/numpy/ndarray.py:27(__instancecheck__)
2219,2.219,0.001,python3.8/site-packages/jax/core.py:585(__matmul__)
368,2.208,0.006,{built-in method scipy.sparse._sparsetools.coo_tocsr}
0,2.19,0,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:723(reshape)
0,2.169,0,python3.8/site-packages/jaxlib/mlir/dialects/_ods_common.py:126(get_op_result_or_value)
0,2.093,0,python3.8/site-packages/jax/interpreters/mlir.py:973(<lambda>)
0,2.072,0,python3.8/site-packages/jax/_src/numpy/util.py:280(_arraylike)
188,2.071,0.011,coppafish/call_spots/base.py:418(fit_background_jax_vectorised)
0,2.061,0,python3.8/site-packages/jax/_src/dtypes.py:336(is_weakly_typed)
0,2.059,0,python3.8/site-packages/jax/interpreters/mlir.py:152(aval_to_ir_type)
0,2.057,0,{method 'get' of 'dict' objects}
0,2.04,0,python3.8/site-packages/jax/interpreters/mlir.py:65(dense_int_elements)
1018,2.036,0.002,python3.8/site-packages/scipy/sparse/coo.py:265(_check)
12,2.036,0.17,python3.8/site-packages/nd2reader/parser.py:26(__init__)
12,2.03,0.169,python3.8/site-packages/nd2reader/parser.py:136(_parse_metadata)
12,2.027,0.169,python3.8/site-packages/nd2reader/raw_metadata.py:20(__dict__)
12,2.027,0.169,python3.8/site-packages/nd2reader/raw_metadata.py:29(get_parsed_metadata)
202,2.025,0.01,coppafish/call_spots/base.py:380(fit_background_jax)
0,2.012,0,{built-in method builtins.issubclass}
284,1.985,0.007,python3.8/site-packages/nd2reader/common.py:263(read_metadata)
284,1.985,0.007,python3.8/site-packages/nd2reader/common.py:234(_get_value)
283,1.984,0.007,python3.8/site-packages/nd2reader/common.py:212(_parse_metadata_item)
984,1.968,0.002,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:2059(arange)
0,1.962,0,python3.8/site-packages/jaxlib/mlir/dialects/_mhlo_ops_gen.py:98(__init__)
0,1.962,0,python3.8/site-packages/jax/interpreters/partial_eval.py:1537(getvar)
0,1.958,0,python3.8/site-packages/jax/_src/device_array.py:50(make_device_array)
0,1.917,0,python3.8/site-packages/jax/core.py:222(__init__)
954,1.907,0.002,python3.8/site-packages/scipy/sparse/compressed.py:1091(sum_duplicates)
953,1.906,0.002,python3.8/site-packages/scipy/sparse/compressed.py:1061(__get_has_canonical_format)
0,1.9,0,python3.8/site-packages/tqdm/std.py:1197(update)
633,1.899,0.003,python3.8/site-packages/jax/_src/lax/lax.py:1109(iota)
633,1.898,0.003,{built-in method scipy.sparse._sparsetools.csr_has_canonical_format}
0,1.898,0,python3.8/site-packages/jax/interpreters/mlir.py:113(dtype_to_ir_type)
0,1.879,0,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:3959(_is_advanced_int_indexer)
0,1.868,0,<__array_function__ internals>:2(all)
85,1.862,0.022,<__array_function__ internals>:2(nan_to_num)
0,1.855,0,python3.8/site-packages/jax/_src/lax/lax.py:408(mul)
925,1.85,0.002,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:1007(bincount)
1847,1.847,0.001,python3.8/site-packages/jax/core.py:576(__rtruediv__)
1844,1.844,0.001,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:2556(append)
0,1.843,0,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:313(issubdtype)
74,1.841,0.025,coppafish/extract/deconvolution.py:31(get_spot_images)
84,1.841,0.022,python3.8/site-packages/numpy/lib/type_check.py:404(nan_to_num)
0,1.83,0,python3.8/site-packages/jax/core.py:569(__sub__)
0,1.824,0,python3.8/site-packages/jax/_src/api.py:343(_prepare_jit)
0,1.822,0,python3.8/site-packages/jax/_src/source_info_util.py:216(reset_name_stack)
0,1.818,0,python3.8/site-packages/jax/_src/lax/lax.py:1425(_broadcasting_shape_rule)
1803,1.803,0.001,python3.8/site-packages/jax/_src/lax/linalg.py:1515(_svd_cpu_gpu_lowering)
198,1.784,0.009,coppafish/find_spots/base.py:252(check_neighbour_intensity)
0,1.777,0,python3.8/contextlib.py:82(__init__)
251,1.754,0.007,python3.8/site-packages/jax/_src/numpy/reductions.py:228(any)
0,1.725,0,python3.8/site-packages/jax/_src/lax/lax.py:663(dot_general)
0,1.716,0,python3.8/site-packages/numpy/core/fromnumeric.py:2367(all)
0,1.684,0,python3.8/site-packages/jax/_src/numpy/util.py:301(_check_no_float0s)
0,1.678,0,python3.8/site-packages/jax/interpreters/partial_eval.py:1510(_new_const)
0,1.676,0,<frozen importlib._bootstrap>:1017(_handle_fromlist)
0,1.673,0,{built-in method jaxlib.mlir._mlir_libs._mlir.ir.name}
0,1.65,0,python3.8/site-packages/jax/_src/config.py:345(_trace_context)
0,1.628,0,python3.8/site-packages/jax/_src/lax/lax.py:2613(<genexpr>)
6,1.628,0.271,<frozen importlib._bootstrap>:956(_find_and_load_unlocked)
6,1.628,0.271,<frozen importlib._bootstrap>:986(_find_and_load)
6,1.625,0.271,<frozen importlib._bootstrap>:650(_load_unlocked)
6,1.625,0.271,<frozen importlib._bootstrap_external>:837(exec_module)
6,1.622,0.27,<frozen importlib._bootstrap>:211(_call_with_frames_removed)
0,1.62,0,python3.8/site-packages/jax/core.py:1555(symbolic_equal_dim)
1,1.616,1.616,coppafish/__init__.py:1(<module>)
7,1.615,0.231,{built-in method builtins.__import__}
0,1.598,0,python3.8/site-packages/jax/_src/source_info_util.py:108(<genexpr>)
0,1.581,0,python3.8/site-packages/jax/_src/numpy/util.py:207(_promote_shapes)
1,1.569,1.569,coppafish/extract/__init__.py:1(<module>)
0,1.557,0,python3.8/site-packages/jax/_src/numpy/util.py:303(<genexpr>)
0,1.555,0,python3.8/site-packages/jax/_src/lax/lax.py:3175(_select_dtype_rule)
0,1.543,0,{method 'send' of 'generator' objects}
0,1.53,0,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:731(_compute_newshape)
0,1.516,0,<__array_function__ internals>:2(amax)
0,1.485,0,python3.8/site-packages/nd2reader/common.py:147(_parse_string)
212,1.484,0.007,<__array_function__ internals>:2(flatnonzero)
212,1.481,0.007,python3.8/site-packages/numpy/core/numeric.py:625(flatnonzero)
0,1.481,0,python3.8/site-packages/tqdm/std.py:1149(__str__)
211,1.478,0.007,<__array_function__ internals>:2(nonzero)
0,1.478,0,<__array_function__ internals>:2(delete)
211,1.477,0.007,python3.8/site-packages/numpy/core/fromnumeric.py:1829(nonzero)
1474,1.474,0.001,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:4865(add)
1470,1.47,0.001,python3.8/site-packages/jax/_src/ops/scatter.py:42(_scatter_update)
209,1.464,0.007,python3.8/site-packages/sklearn/neighbors/_base.py:644(kneighbors)
0,1.459,0,python3.8/site-packages/numpy/lib/format.py:535(_filter_header)
1449,1.449,0.001,python3.8/site-packages/jax/_src/lax/lax.py:3553(_compute_argminmax)
0,1.448,0,python3.8/site-packages/jax/_src/lax/lax.py:2276(_convert_element_type_lower)
1,1.443,1.443,coppafish/extract/base.py:1(<module>)
0,1.443,0,python3.8/site-packages/jax/interpreters/batching.py:439(batch_subtrace)
1,1.435,1.435,coppafish/utils/__init__.py:1(<module>)
205,1.432,0.007,python3.8/site-packages/joblib/parallel.py:960(__call__)
0,1.43,0,python3.8/site-packages/jax/_src/lax/lax.py:3614(_unary_reduce_lower)
356,1.426,0.004,python3.8/site-packages/joblib/parallel.py:798(dispatch_one_batch)
0,1.422,0,python3.8/site-packages/numpy/core/fromnumeric.py:2638(amax)
202,1.417,0.007,python3.8/site-packages/joblib/_parallel_backends.py:206(apply_async)
202,1.417,0.007,python3.8/site-packages/joblib/parallel.py:761(_dispatch)
202,1.416,0.007,python3.8/site-packages/joblib/_parallel_backends.py:569(__init__)
202,1.416,0.007,python3.8/site-packages/joblib/parallel.py:258(__call__)
202,1.415,0.007,python3.8/site-packages/joblib/parallel.py:262(<listcomp>)
202,1.415,0.007,python3.8/site-packages/sklearn/utils/fixes.py:209(__call__)
202,1.413,0.007,python3.8/site-packages/sklearn/neighbors/_base.py:591(_tree_query_parallel_helper)
0,1.413,0,python3.8/site-packages/jaxlib/mlir/dialects/_func_ops_ext.py:93(add_entry_block)
202,1.413,0.007,{method 'query' of 'sklearn.neighbors._kd_tree.BinaryTree' objects}
0,1.409,0,python3.8/site-packages/jax/interpreters/partial_eval.py:1489(frame)
0,1.401,0,python3.8/site-packages/jax/_src/lax/lax.py:462(le)
0,1.398,0,python3.8/site-packages/jax/interpreters/xla.py:88(_get_canonical_source_file)
0,1.393,0,python3.8/site-packages/jax/_src/lax/lax.py:380(bitwise_and)
0,1.393,0,python3.8/site-packages/jax/_src/numpy/ufuncs.py:75(<lambda>)
198,1.386,0.007,python3.8/site-packages/scipy/sparse/base.py:294(asformat)
0,1.376,0,python3.8/site-packages/jax/_src/numpy/util.py:330(_broadcast_arrays)
0,1.375,0,python3.8/site-packages/jax/core.py:1411(raise_to_shaped)
195,1.367,0.007,{method 'uniform' of 'numpy.random._generator.Generator' objects}
0,1.351,0,python3.8/site-packages/jax/_src/numpy/util.py:321(_promote_args_inexact)
0,1.34,0,python3.8/site-packages/jax/_src/lax/lax.py:1965(_integer_pow_lowering)
0,1.333,0,python3.8/site-packages/jax/interpreters/partial_eval.py:1475(<listcomp>)
0,1.325,0,python3.8/site-packages/jax/_src/lax/lax.py:2462(_dot_general_batch_rule)
165,1.322,0.008,python3.8/site-packages/numpy/lib/ufunclike.py:48(func)
0,1.315,0,{built-in method jaxlib.mlir._mlir_libs._mlir.ir.file}
1315,1.315,0.001,python3.8/site-packages/jax/_src/ops/scatter.py:78(_scatter_impl)
11,1.312,0.119,coppafish/call_spots/base.py:446(get_gene_efficiency)
0,1.308,0,python3.8/site-packages/numpy/lib/function_base.py:4382(delete)
0,1.308,0,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:3725(<genexpr>)
0,1.281,0,python3.8/site-packages/jax/core.py:2445(_compact_eqn_should_include)
0,1.275,0,python3.8/site-packages/jax/_src/lax/lax.py:412(div)
0,1.266,0,{built-in method jaxlib.xla_extension.pytree.flatten}
0,1.259,0,python3.8/site-packages/jax/_src/lax/lax.py:1446(_naryop_weak_type_rule)
0,1.259,0,python3.8/site-packages/numpy/core/getlimits.py:514(__init__)
0,1.257,0,python3.8/site-packages/jax/_src/dtypes.py:194(_issubclass)
0,1.254,0,python3.8/site-packages/jaxlib/mlir/dialects/_func_ops_ext.py:32(__init__)
1247,1.247,0.001,python3.8/site-packages/jax/_src/lax/lax.py:3423(_reduce_lower)
0,1.247,0,python3.8/site-packages/tqdm/std.py:348(print_status)
0,1.245,0,python3.8/site-packages/jax/interpreters/partial_eval.py:1468(<setcomp>)
0,1.245,0,python3.8/site-packages/jax/core.py:1264(update)
0,1.239,0,{method 'append' of 'list' objects}
0,1.225,0,python3.8/site-packages/jax/_src/dispatch.py:236(log_elapsed_time)
0,1.22,0,python3.8/site-packages/tqdm/std.py:355(format_meter)
0,1.206,0,python3.8/site-packages/jax/_src/numpy/util.py:258(_promote_dtypes_inexact)
0,1.205,0,python3.8/site-packages/jax/_src/numpy/lax_numpy.py:3963(<genexpr>)
0,1.2,0,python3.8/site-packages/jax/interpreters/mlir.py:697(aval_to_types)
0,1.164,0,python3.8/site-packages/jax/_src/dispatch.py:360(jaxpr_literals)
0,1.163,0,python3.8/site-packages/jax/core.py:1138(__init__)
0,1.158,0,python3.8/site-packages/jax/interpreters/mlir.py:1087(convert_mhlo)
95,1.137,0.012,python3.8/site-packages/nd2reader/raw_metadata.py:469(image_text_info)
188,1.129,0.006,python3.8/site-packages/scipy/sparse/data.py:35(__abs__)
0,1.116,0,python3.8/site-packages/jax/_src/lax/slicing.py:1225(_gather_batching_rule)
0,1.11,0,python3.8/site-packages/jax/core.py:996(<genexpr>)
0,1.099,0,python3.8/site-packages/tqdm/std.py:1401(set_postfix)
0,1.086,0,{built-in method builtins.sum}
0,1.083,0,python3.8/site-packages/jax/core.py:989(full_lower)
0,1.076,0,python3.8/site-packages/jax/_src/tree_util.py:41(tree_flatten)
0,1.075,0,python3.8/site-packages/jax/_src/numpy/util.py:212(<listcomp>)
0,1.07,0,python3.8/site-packages/jax/core.py:209(new_jaxpr_eqn)
0,1.066,0,python3.8/site-packages/jax/core.py:1551(is_constant_dim)
0,1.064,0,python3.8/site-packages/jax/interpreters/mlir.py:635(subset)
0,1.062,0,python3.8/site-packages/jax/_src/lax/lax.py:3201(_select_batch_rule)
0,1.027,0,python3.8/site-packages/jax/_src/config.py:333(get_state)
1011,1.011,0.001,python3.8/site-packages/jax/_src/lax/lax.py:957(_variadic_reduction_jaxpr)
0,1.009,0,<__array_function__ internals>:2(reshape)
0,1.008,0,python3.8/site-packages/jax/_src/dispatch.py:578(check_special)
0,1.007,0,python3.8/site-packages/jax/core.py:1605(is_empty_shape)
