Number of Calls,Time / Seconds,Time Per Call / Seconds,Function
0,2.641,0,python3.9/site-packages/tqdm/std.py:1339(refresh)
0,2.634,0,python3.9/site-packages/jax/_src/numpy/util.py:305(_check_arraylike)
0,2.623,0,python3.9/site-packages/jax/_src/lax/lax.py:900(reduce)
0,2.614,0,python3.9/site-packages/jax/core.py:1640(greater_equal_dim)
0,2.599,0,python3.9/site-packages/jax/interpreters/mlir.py:136(aval_to_ir_types)
0,2.576,0,python3.9/contextlib.py:261(helper)
0,2.565,0,python3.9/site-packages/jax/interpreters/partial_eval.py:1527(<listcomp>)
233,2.561,0.011,python3.9/site-packages/nd2reader/common.py:47(read_chunk)
4,2.548,0.637,coppafish/find_spots/base.py:36(get_isolated)
0,2.534,0,python3.9/site-packages/jax/_src/numpy/lax_numpy.py:3929(_is_boolean_index)
0,2.499,0,python3.9/site-packages/jax/_src/dispatch.py:1007(_device_put_device_array)
0,2.463,0,python3.9/site-packages/jax/_src/lax/lax.py:4433(<setcomp>)
0,2.428,0,python3.9/site-packages/jax/interpreters/partial_eval.py:1507(<lambda>)
0,2.412,0,python3.9/site-packages/jax/_src/config.py:388(_trace_context)
0,2.409,0,python3.9/site-packages/jax/_src/dispatch.py:603(__call__)
0,2.4,0,python3.9/site-packages/jax/interpreters/partial_eval.py:1868(trace_to_jaxpr_dynamic)
0,2.38,0,python3.9/site-packages/jax/core.py:724(with_cur_sublevel)
0,2.378,0,python3.9/site-packages/jax/interpreters/mlir.py:123(_array_ir_types)
0,2.349,0,python3.9/site-packages/tqdm/std.py:1478(display)
0,2.341,0,python3.9/site-packages/jax/_src/lax/lax.py:1427(_broadcasting_shape_rule)
0,2.333,0,python3.9/site-packages/jax/_src/dispatch.py:1013(_copy_device_array_to_device)
0,2.303,0,python3.9/site-packages/jax/_src/lax/utils.py:113(standard_named_shape_rule)
0,2.266,0,python3.9/site-packages/jax/_src/numpy/util.py:308(<genexpr>)
0,2.253,0,python3.9/site-packages/jax/interpreters/partial_eval.py:1882(trace_to_subjaxpr_dynamic)
0,2.253,0,python3.9/site-packages/jax/_src/numpy/reductions.py:162(_reduce_sum)
2239,2.239,0.001,python3.9/site-packages/jax/core.py:588(__matmul__)
0,2.218,0,python3.9/site-packages/jax/_src/numpy/ndarray.py:28(__instancecheck__)
0,2.193,0,python3.9/site-packages/numpy/core/fromnumeric.py:1965(shape)
198,2.181,0.011,python3.9/site-packages/scipy/sparse/_compressed.py:628(_minor_reduce)
0,2.168,0,python3.9/site-packages/jaxlib/mlir/dialects/_ods_common.py:126(get_op_result_or_value)
2164,2.164,0.001,{method 'copy' of 'numpy.ndarray' objects}
0,2.159,0,python3.9/site-packages/jax/interpreters/partial_eval.py:2068(_add_implicit_outputs)
0,2.144,0,python3.9/site-packages/jax/_src/util.py:36(safe_zip)
0,2.136,0,python3.9/site-packages/jax/core.py:1702(_canonicalize_dimension)
73,2.127,0.029,coppafish/utils/spot_images.py:7(get_spot_images)
0,2.08,0,python3.9/site-packages/jax/_src/numpy/util.py:294(_arraylike)
0,2.062,0,python3.9/site-packages/numpy/lib/format.py:568(_read_array_header)
685,2.056,0.003,python3.9/site-packages/jax/_src/lax/lax.py:1111(iota)
0,2.055,0,python3.9/site-packages/jax/_src/numpy/ufuncs.py:230(true_divide)
406,2.029,0.005,python3.9/site-packages/scipy/sparse/_coo.py:371(tocsr)
6,2.027,0.338,<frozen importlib._bootstrap>:967(_find_and_load_unlocked)
6,2.027,0.338,<frozen importlib._bootstrap>:1002(_find_and_load)
6,2.025,0.337,<frozen importlib._bootstrap_external>:844(exec_module)
6,2.025,0.338,<frozen importlib._bootstrap>:659(_load_unlocked)
6,2.023,0.337,<frozen importlib._bootstrap>:220(_call_with_frames_removed)
0,2.021,0,<frozen importlib._bootstrap>:1033(_handle_fromlist)
1,2.02,2.02,coppafish/__init__.py:1(<module>)
81,2.016,0.025,<__array_function__ internals>:177(nan_to_num)
0,2.008,0,python3.9/site-packages/jax/interpreters/partial_eval.py:1585(getvar)
201,2.006,0.01,python3.9/site-packages/nd2reader/stitched.py:6(get_unwanted_bytes_ids)
201,2.006,0.01,python3.9/site-packages/nd2reader/stitched.py:39(remove_parsed_unwanted_bytes)
0,2,0,python3.9/site-packages/jax/interpreters/mlir.py:152(aval_to_ir_type)
82,1.98,0.024,python3.9/site-packages/numpy/lib/type_check.py:404(nan_to_num)
0,1.959,0,python3.9/site-packages/jax/_src/device_array.py:51(make_device_array)
0,1.951,0,{built-in method builtins.issubclass}
0,1.949,0,python3.9/site-packages/jax/_src/lax/lax.py:4467(<genexpr>)
1947,1.947,0.001,python3.9/site-packages/jax/_src/numpy/lax_numpy.py:2585(append)
0,1.939,0,python3.9/site-packages/jax/_src/dtypes.py:411(is_weakly_typed)
37,1.932,0.052,{built-in method builtins.__import__}
0,1.926,0,python3.9/site-packages/jaxlib/mlir/dialects/chlo.py:22(register_chlo_dialect)
963,1.926,0.002,python3.9/site-packages/jax/_src/numpy/lax_numpy.py:1033(bincount)
0,1.909,0,<__array_function__ internals>:177(all)
0,1.897,0,python3.9/site-packages/jax/core.py:226(__init__)
0,1.891,0,python3.9/site-packages/tqdm/std.py:1212(update)
0,1.876,0,python3.9/site-packages/jax/interpreters/mlir.py:65(dense_int_elements)
0,1.87,0,python3.9/site-packages/jax/_src/source_info_util.py:219(reset_name_stack)
0,1.87,0,{method 'get' of 'dict' objects}
0,1.864,0,python3.9/site-packages/jax/_src/numpy/lax_numpy.py:3988(_is_advanced_int_indexer)
0,1.82,0,python3.9/site-packages/jax/_src/numpy/lax_numpy.py:314(issubdtype)
0,1.819,0,<__array_function__ internals>:177(delete)
0,1.8,0,python3.9/site-packages/jax/interpreters/mlir.py:987(<lambda>)
0,1.781,0,python3.9/contextlib.py:86(__init__)
1767,1.767,0.001,python3.9/site-packages/jax/core.py:579(__rtruediv__)
0,1.76,0,python3.9/site-packages/numpy/core/fromnumeric.py:2406(all)
0,1.758,0,python3.9/site-packages/jax/_src/numpy/util.py:344(_broadcast_arrays)
0,1.756,0,python3.9/site-packages/jax/interpreters/mlir.py:113(dtype_to_ir_type)
0,1.727,0,python3.9/site-packages/jax/_src/lax/lax.py:2675(_broadcast_in_dim_batch_rule)
0,1.721,0,python3.9/site-packages/jax/_src/api.py:393(_prepare_jit)
0,1.707,0,python3.9/site-packages/jax/_src/dispatch.py:604(<genexpr>)
0,1.697,0,{built-in method jaxlib.mlir._mlir_libs._mlirHlo.register_chlo_dialect}
188,1.696,0.009,python3.9/site-packages/scipy/sparse/_base.py:431(__gt__)
0,1.679,0,python3.9/site-packages/jax/_src/lax/lax.py:408(mul)
1676,1.676,0.001,python3.9/site-packages/jax/core.py:572(__sub__)
0,1.671,0,python3.9/site-packages/jax/_src/lax/lax.py:663(dot_general)
0,1.659,0,python3.9/site-packages/jax/interpreters/partial_eval.py:1516(<setcomp>)
0,1.655,0,python3.9/site-packages/jax/interpreters/partial_eval.py:1558(_new_const)
0,1.653,0,python3.9/site-packages/jax/_src/source_info_util.py:111(<genexpr>)
1646,1.646,0.001,python3.9/site-packages/jax/_src/lax/linalg.py:1710(_svd_cpu_gpu_lowering)
0,1.637,0,python3.9/site-packages/jax/_src/numpy/util.py:315(_check_no_float0s)
0,1.636,0,python3.9/site-packages/numpy/lib/function_base.py:4999(delete)
0,1.628,0,python3.9/site-packages/jax/core.py:1626(symbolic_equal_dim)
404,1.616,0.004,{built-in method scipy.sparse._sparsetools.coo_tocsr}
0,1.615,0,python3.9/site-packages/jax/_src/dispatch.py:636(<lambda>)
0,1.577,0,python3.9/site-packages/jax/_src/lax/lax.py:3226(_select_dtype_rule)
1572,1.572,0.001,python3.9/site-packages/jax/_src/numpy/lax_numpy.py:4903(add)
1568,1.568,0.001,python3.9/site-packages/jax/_src/ops/scatter.py:43(_scatter_update)
0,1.514,0,python3.9/site-packages/jax/_src/config.py:380(get_state)
0,1.511,0,python3.9/site-packages/jax/_src/dispatch.py:607(_maybe_create_array_from_da)
0,1.51,0,python3.9/site-packages/jax/_src/numpy/util.py:317(<genexpr>)
0,1.508,0,python3.9/site-packages/jax/interpreters/xla.py:88(_get_canonical_source_file)
0,1.505,0,python3.9/site-packages/jax/interpreters/partial_eval.py:1537(frame)
0,1.471,0,python3.9/site-packages/jax/_src/numpy/util.py:216(_promote_shapes)
734,1.469,0.002,python3.9/site-packages/scipy/sparse/_compressed.py:1111(sum_duplicates)
734,1.469,0.002,python3.9/site-packages/scipy/sparse/_compressed.py:1081(__get_has_canonical_format)
0,1.465,0,{built-in method jaxlib.mlir._mlir_libs._mlir.ir.name}
732,1.463,0.002,{built-in method scipy.sparse._sparsetools.csr_has_canonical_format}
0,1.451,0,python3.9/site-packages/jax/_src/lax/lax.py:2279(_convert_element_type_lower)
0,1.446,0,{method 'send' of 'generator' objects}
0,1.429,0,python3.9/site-packages/jax/_src/lax/lax.py:462(le)
158,1.423,0.009,python3.9/site-packages/numpy/lib/ufunclike.py:48(func)
0,1.418,0,python3.9/site-packages/numpy/core/getlimits.py:647(__init__)
0,1.414,0,python3.9/site-packages/numpy/lib/format.py:533(_filter_header)
1406,1.406,0.001,python3.9/site-packages/jax/_src/ops/scatter.py:79(_scatter_impl)
1404,1.404,0.001,python3.9/site-packages/jax/_src/lax/lax.py:3604(_compute_argminmax)
0,1.395,0,python3.9/site-packages/jax/_src/lax/lax.py:1448(_naryop_weak_type_rule)
0,1.356,0,python3.9/site-packages/jax/_src/source_info_util.py:89(__str__)
0,1.335,0,<__array_function__ internals>:177(mean)
0,1.33,0,python3.9/site-packages/numpy/core/fromnumeric.py:3313(mean)
0,1.329,0,python3.9/site-packages/jax/interpreters/batching.py:441(batch_subtrace)
0,1.328,0,python3.9/site-packages/jax/interpreters/partial_eval.py:1523(<listcomp>)
0,1.327,0,python3.9/site-packages/numpy/core/_methods.py:163(_mean)
189,1.32,0.007,{method 'uniform' of 'numpy.random._generator.Generator' objects}
0,1.313,0,python3.9/site-packages/tqdm/std.py:1164(__str__)
0,1.298,0,python3.9/site-packages/jax/_src/lax/lax.py:2473(_dot_general_batch_rule)
0,1.296,0,python3.9/site-packages/jax/_src/lax/lax.py:1968(_integer_pow_lowering)
0,1.29,0,python3.9/site-packages/jax/core.py:2600(_compact_eqn_should_include)
0,1.284,0,python3.9/site-packages/jax/_src/numpy/lax_numpy.py:3754(<genexpr>)
1276,1.276,0.001,python3.9/site-packages/jax/_src/lax/lax.py:3474(_reduce_lower)
1,1.27,1.27,coppafish/call_spots/__init__.py:1(<module>)
1,1.27,1.27,coppafish/call_spots/base.py:1(<module>)
0,1.265,0,python3.9/site-packages/jax/_src/numpy/util.py:356(_broadcast_to)
0,1.232,0,python3.9/site-packages/jax/_src/numpy/ufuncs.py:69(<lambda>)
0,1.231,0,python3.9/site-packages/tqdm/std.py:1416(set_postfix)
0,1.23,0,python3.9/site-packages/jax/_src/dispatch.py:251(log_elapsed_time)
0,1.228,0,python3.9/site-packages/jax/_src/dtypes.py:221(_issubclass)
0,1.227,0,python3.9/site-packages/jax/_src/lax/lax.py:3671(_unary_reduce_lower)
1,1.224,1.224,coppafish/utils/__init__.py:1(<module>)
0,1.217,0,python3.9/site-packages/jax/_src/util.py:49(unzip2)
0,1.204,0,{method 'append' of 'list' objects}
0,1.201,0,python3.9/site-packages/jax/_src/numpy/lax_numpy.py:3992(<genexpr>)
197,1.181,0.006,coppafish/find_spots/base.py:99(get_isolated_points)
0,1.17,0,python3.9/site-packages/jax/core.py:1482(raise_to_shaped)
0,1.156,0,python3.9/site-packages/jax/_src/config.py:293(get_state)
0,1.154,0,python3.9/site-packages/jax/interpreters/mlir.py:1106(convert_mhlo)
0,1.149,0,{built-in method jaxlib.mlir._mlir_libs._mlir.ir.file}
0,1.143,0,python3.9/site-packages/jax/core.py:1017(full_lower)
284,1.136,0.004,python3.9/site-packages/numpy/core/numeric.py:631(flatnonzero)
284,1.136,0.004,<__array_function__ internals>:177(flatnonzero)
0,1.133,0,python3.9/site-packages/jax/_src/numpy/util.py:335(_promote_args_inexact)
283,1.133,0.004,<__array_function__ internals>:177(nonzero)
283,1.133,0.004,python3.9/site-packages/numpy/core/fromnumeric.py:1866(nonzero)
0,1.121,0,python3.9/site-packages/jax/_src/lax/lax.py:412(div)
0,1.11,0,python3.9/site-packages/jax/_src/dispatch.py:392(jaxpr_literals)
0,1.107,0,python3.9/site-packages/jax/_src/lax/slicing.py:1231(_gather_batching_rule)
0,1.106,0,python3.9/site-packages/jax/interpreters/mlir.py:644(subset)
0,1.1,0,{built-in method io.open}
0,1.094,0,python3.9/site-packages/jax/_src/numpy/util.py:267(_promote_dtypes_inexact)
0,1.081,0,python3.9/site-packages/jax/core.py:1622(is_constant_dim)
0,1.074,0,python3.9/site-packages/tqdm/std.py:355(format_meter)
0,1.072,0,python3.9/site-packages/jax/core.py:1024(<genexpr>)
55,1.053,0.019,python3.9/site-packages/numpy/core/fromnumeric.py:1319(searchsorted)
55,1.053,0.019,<__array_function__ internals>:177(searchsorted)
55,1.052,0.019,{method 'searchsorted' of 'numpy.ndarray' objects}
0,1.05,0,python3.9/site-packages/jax/_src/dispatch.py:673(check_special)
0,1.038,0,python3.9/site-packages/jax/core.py:1676(is_empty_shape)
0,1.032,0,{built-in method jaxlib.xla_extension.pytree.flatten}
0,1.015,0,python3.9/site-packages/jax/_src/lax/utils.py:37(<lambda>)
0,1.013,0,python3.9/site-packages/jax/_src/numpy/util.py:221(<listcomp>)
0,1.013,0,python3.9/site-packages/jaxlib/mlir/dialects/_ods_common.py:114(get_default_loc_context)
0,1.004,0,python3.9/site-packages/jax/core.py:914(new_base_main)
200,1.001,0.005,python3.9/site-packages/scipy/sparse/_base.py:348(asformat)
